ID,Work Item Type,Title,Title,Title,Description,Assigned To,Business Owner,Business Process Lead,Area Path,Tags,State,Priority,Risk,Effort,Business Value,Time Criticality,Business Outcome Category,Value Area,Process Sequence ID,Discipline
,User Story,,,Withdraw money from banks,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.040.600,
,Feature,,Correct ledger vouchers,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.050,
,User Story,,,Create a reversing entry,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.050.100,
,User Story,,,Manually correct a voucher by posting a new voucher,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.050.200,
,Feature,,Manage accruals,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.060,
,User Story,,,Create accrual schemes,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.060.100,
,User Story,,,Process ledger accruals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.060.200,
,Feature,,Manage deferrals,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.070,
,User Story,,,Set up defferals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.070.100,
,User Story,,,Process deferrals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.070.200,
,Feature,,Process allocations,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.080,
,User Story,,,Define main account allocation terms,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.080.100,
,User Story,,,Process ledger allocation journals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.080.200,
,Feature,,Apply for and take out a loan or line of credit,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.090,
,User Story,,,Apply for and take out a loan or line of credit,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.50.090.100,
,Epic,Close financial periods,,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60,
,Feature,,Define period close processes and procedures,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.010,
,User Story,,,Financial period close workspace,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.010.100,
,User Story,,,Quarter end process,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.010.200,
,User Story,,,Year end process,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.010.300,
,Feature,,Finalize and post transactions,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020,
,User Story,,,Finalize and end production ,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020.100,
,User Story,,,Finalize project transactions,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020.200,
,User Story,,,Finalize purchases and AP,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020.300,
,User Story,,,Finalize sales and AR,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020.400,
,User Story,,,Finalze and close inventory,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.020.500,
,Feature,,Record accruals,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.030,
,User Story,,,Other expense accruals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.030.100,
,User Story,,,Payables accruals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.030.200,
,User Story,,,Revenue accruals,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.030.300,
,Feature,,Reconcile subledgers to ledger,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040,
,User Story,,,Reconcile the customer subledger to the ledger (Accounts receivable),,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.100,
,User Story,,,Reconcile the vendor subledger to the ledger (Accounts payable),,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.200,
,User Story,,,Reconcile the inventory subledger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.300,
,User Story,,,Reconcile the production subledger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.400,
,User Story,,,Reconcile the project subleger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.500,
,User Story,,,Reconcile the purchase subleger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.600,
,User Story,,,Reconcile the sales subledger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.700,
,User Story,,,Reconcile the service subledger to the ledger,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.040.800,
,Feature,,Reconcile bank accounts,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.050,
,User Story,,,Perform basic bank reconciliation,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.050.100,
,User Story,,,Perform advanced bank reconciliation,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.050.200,
,Feature,,Perform currency revaluations,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.060,
,User Story,,,Peform customer open transactions currency revaluations,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.060.100,
,User Story,,,Perform vendor open transactions currency revaluation,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.060.200,
,User Story,,,Peform bank balance currency revaluation,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.060.300,
,User Story,,,Peforme main account (GL) currency revaluation,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.060.400,
,Feature,,Perform ledger settlements ,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.070,
,User Story,,,Perform ledger settlements ,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.070.100,
,Feature,,Consolidate financials and perform eliminations,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080,
,User Story,,,Consolidate online,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080.100,
,User Story,,,Elimination rules,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080.200,
,User Story,,,Export consolidations,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080.300,
,User Story,,,Import consolidations,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080.400,
,User Story,,,Manual eliminations,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.080.500,
,Feature,,Prepare financial statements,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.090,
,Feature,,Prepare tax and regulatory documents,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.090,
,User Story,,,See analyze financial results,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.090.100,
,User Story,,,Electronic reporting ,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.090.100,
,User Story,,,Export data to a third party tax preparer,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.090.200,
,Feature,,Close periods,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.100,
,User Story,,,Close periods,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.100.100,
,User Story,,,Prevent transactions in one module,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.100.200,
,User Story,,,Put a period on hold,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.100.300,
,Feature,,Perform year end activities,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.110,
,User Story,,,Carry forward open purchase order encumbrances,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.110.100,
,User Story,,,Make year end adjustments,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.110.200,
,User Story,,,Other year end processes,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.110.300,
,User Story,,,Roll balances forward,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.110.400,
,Feature,,Prepare for financial audits,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.120,
,User Story,,,Audit workbench,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.120.100,
,User Story,,,"Documentation, back ups, security review, etc.",,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.60.120.200,
,Epic,Report and analyze financials and cash flow,,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70,
,Feature,,Configure cash flow forecasting,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.010,
,User Story,,,Configure cash flow forecasting for budgeting,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.010.100,
,User Story,,,Configure cash flow forecasting for item transactions,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.010.200,
,User Story,,,Configure cash flow forecasting for project transactions,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.010.300,
,Feature,,Refine and improve prediction models for cash flow forecasting,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.020,
,User Story,,,Refine and improve prediction models for cash flow forecasting,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.020.100,
,Feature,,Analyze cash position,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.030,
,User Story,,,Analyze cash position,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.030.100,
,Feature,,Predict customer payments,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.040,
,User Story,,,Predict customer payments,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.040.100,
,Feature,,Analyze trends in financial data,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.050,
,User Story,,,New ADLS Financial analytic reporting,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.050.100,
,Feature,,Detect anomalies and outliers in financial data,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.060,
,User Story,,,Detect anomalies and outliers in financial data,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.060.100,
,Feature,,Analyze budget to actuals,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.070,
,User Story,,,Financial reporter,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.070.100,
,User Story,,,Inquiry page,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.070.200,
,Feature,,Report and analyze financials and cash flow,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080,
,User Story,,,Configure cash flow forecasting,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.100,
,User Story,,,Configure cash flow forecasting,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.200,
,User Story,,,Export financial data for analysis,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.300,
,User Story,,,Export financial data for analysis,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.400,
,User Story,,,Identify liquidity accounts,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.500,
,User Story,,,Import external cash flow data,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.080.600,
,Feature,,Design financial statements,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.090,
,User Story,,,Design financial statements using Financial Reporter,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.090.100,
,User Story,,,Design financial statements using Power BI,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.090.200,
,User Story,,,Design financial statements using Business Performance Analytics (BPA),,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.090.300,
,Feature,,Run financial statements,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.100,
,User Story,,,Schedule financial statement to generate in Financial Reports,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.100.100,
,User Story,,,Run a financial statement report ad hoc in Financial Reporter,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.100.200,
,User Story,,,Use Power BI to view financial statements,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.100.300,
,User Story,,,Use Business Performance Analytics to view financial statements,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.100.400,
,Feature,,Analyze and distribute financial statements,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.110,
,User Story,,,Distribute financial statement by using Financial Reporter,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.110.100,
,Feature,,View financial transactions,,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120,
,User Story,,,Use the Accounting source explorer,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.100,
,User Story,,,Use the Audit trail,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.200,
,User Story,,,Print Main account statements,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.300,
,User Story,,,Print tax reports,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.400,
,User Story,,,View the online trial balance,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.500,
,User Story,,,Use the Voucher inquiry,,,,,DevOps Product Catalog Working Instance\Record to report,,New,1,,,,,,Business,90.70.120.600,
,Epic,Manage service assets,,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10,
,Feature,,Maintain and repair internal assets,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.010,
,User Story,,,Maintain and repair internal assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.010.100,
,Feature,,Manage and report on asset financials,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.020,
,User Story,,,Manage and report on asset financials,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.020.100,
,Feature,,Manage company owned service assets,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.030,
,User Story,,,Manage company owned service assets in Dynamics 365 Supply Chain Management,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.030.100,
,User Story,,,Manage company owned service assets in 3rd party system,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.040.100,
,Feature,,Manage customer owned assets,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050,
,User story,,,Create customer assets manually,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.100,
,User story,,,Create customer assets with integrations,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.125,
,User story,,,Establish customer relationship for servicing assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.150,
,User story,,,Update customer assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.175,
,User story,,,Add unique identifiers to assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.200,
,User story,,,Build asset hierarchies,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.225,
,User story,,,Associate warranties to customer assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.250,
,User story,,,Connect Internet of Things (IoT) sensors to assets,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.275,
,User story,,,Associate asset to a fixed locaton,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.300,
,User story,,,Inspect a customer asset,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.325,
,User story,,,Perform maintenance on a customer asset,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.350,
,User story,,,Replace a customer asset,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.375,
,User story,,,Retire or deactivate a customer asset,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.10.050.400,
,Epic,Manage service resources,,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20,
,Feature,,Plan and recruit your workforce,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.010,
,Feature,,Onboard and manage the employee lifecycle,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.020,
,Feature,,Manage employee time and attendance,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.030,
,Feature,,Manage travel and expenses,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.040,
,Feature,,Manage service workers ,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050,
,User Story,,,Define groups of service resources in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.100,
,User Story,,,"Document resource capabilities (skills, certifications, etc.) in Dynamics 365 Field Service",,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.200,
,User Story,,,Establish geographic area of resource availability in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.300,
,User Story,,,Establish resouce availability (work hours) in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.400,
,User Story,,,Establish resource capacity in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.500,
,User Story,,,Establish start and end of day locations for resources in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.600,
,User Story,,,Track service resource costs in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.700,
,User Story,,,Manage service workers in Dynamics 365 Supply Chain Management,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.050.800,
,Feature,,Manage resource capacity,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.070,
,User Story,,,Manage resource capacity in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.070.100,
,User Story,,,Manage resource capacity in Dynamics 365 Supply Chain Management,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.20.070.200,
,Epic,Create and process service work,,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30,
,Feature,,Define service policies,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.010,
,User Story,,,Define service policies in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.010.100,
,User Story,,,Define service policies in Dynamics 365 Supply Chain Management,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.010.200,
,Feature,,Create service requests in D365 field service,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020,
,User Story,,,Initiate work order creation - Convert a support case to a work order,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.100,
,User Story,,,Initiate work order creation - Create a work order from a mobile device,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.125,
,User Story,,,Initiate work order creation - Create a work order from an IoT alert,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.150,
,User Story,,,Initiate work order creation - Create a work order manually,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.175,
,User Story,,,Initiate work order creation - Generate recurring maintenance work orders,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.200,
,User Story,,,Initiate work order creation - Import work orders from an external system,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.225,
,User Story,,,Initiate work order creation - Request work from a service portal,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.250,
,User Story,,,Initiate work order creation - Initiate service orders in Dynamics 365 Supply Chain Management,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.275,
,User Story,,,Establish service customer - Assign billing account in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.300,
,User Story,,,Establish service customer - Assign service account in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.325,
,User Story,,,Establish service location parameters - Define location instructions,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.350,
,User Story,,,Establish service location parameters - Determine primary service contact,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.375,
,User Story,,,Establish service location parameters - Determine service location address and geocode,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.400,
,User Story,,,Define expected scope of work - Categorize type of work to be perfromed,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.425,
,User Story,,,Define expected scope of work - Describe the nature of the service request,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.450,
,User Story,,,Define expected scope of work - Determine assets to be serviced,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.475,
,User Story,,,Define expected scope of work - Estimate the jobs to be performed,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.500,
,User Story,,,Define scheduling parameters - Assign service territory,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.525,
,User Story,,,Define scheduling parameters - Define preferred schedule date/time/range,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.550,
,User Story,,,Define scheduling parameters - Define resource preferences,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.575,
,User Story,,,Define scheduling parameters - Define resource skills,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.600,
,User Story,,,Define scheduling parameters - Define service priority,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.625,
,User Story,,,Define scheduling parameters - Determine resource requirements,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.650,
,User Story,,,Define scheduling parameters - Establish estimated duration,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.675,
,User Story,,,Establish pricing and entitlements - Define maximum approved price,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.700,
,User Story,,,Establish pricing and entitlements - Define travel charge type,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.725,
,User Story,,,Establish pricing and entitlements - Determine currency,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.750,
,User Story,,,Establish pricing and entitlements - Determine pricing and discount level,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.775,
,User Story,,,Establish pricing and entitlements - Determine tax status,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.800,
,User Story,,,Establish pricing and entitlements - Validate service entitlements,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.825,
,User Story,,,Establish pricing and entitlements - Validate service level agreements,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.850,
,User Story,,,Establish pricing and entitlements - Validate warranty coverage,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.020.875,
,Feature,,Create service requests in D365 Service management,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.030,
,Feature,,Create service requests in D365 Asset mamnagement,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.040,
,Feature,,Schedule service work in D365 field service,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060,
,User Story,,,Prepare for scheduling service work,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.100,
,User Story,,,Fully automate resource scheduling,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.125,
,User Story,,,Manually schedule work orders,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.150,
,User Story,,,Resource scheduling optimizer,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.175,
,User Story,,,Use the scheduling assistant,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.200,
,User Story,,,Handle scheduling exceptions in Dynamics 365 Field Service,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.225,
,User Story,,,Handle scheduling exceptions manually,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.250,
,User Story,,,Get confirmation from the customer,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.275,
,User Story,,,Get confirmation from the frontline worker,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.060.300,
,Feature,,Schedule service work in D365 service management,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.070,
,Feature,,Perform service work in D365 field service,,,,,,DevOps Product Catalog Working Instance\Service to cash,,New,1,,,,,,Business,95.30.100,
